,Saison,Semaine Entrainement,Date,Time on playing field (s),Total distance (m),Distance in speed zone ? 25 km/h (m),Jumps,Impacts,Accelerations,Decelerations,Sprints,Change of direction,Jump Load per mass (J/kg),Accum Acceleration Load,High Metabolic Load Distance (m),Maximum speed (km/h),Maximum acceleration (m/s²),Maximum deceleration (m/s²),Blessures
5310,2019/2020,6,29/08/2019,5707.0,4881.0,0.0,22.0,0.0,37.0,24.0,0.0,5.0,81.96,493.51,205.0,21.32,3.71,-3.44,0.0
5311,2019/2020,5,29/08/2019,6824.0,4749.0,0.0,18.0,7.0,28.0,20.0,0.0,1.0,49.48,480.37,120.0,21.06,2.82,-3.34,0.0
5312,2019/2020,6,29/08/2019,5071.0,3866.0,0.0,4.0,0.0,14.0,14.0,0.0,0.0,6.44,382.47,56.0,20.79,3.26,-3.32,0.0
5313,2019/2020,5,29/08/2019,6882.0,3009.0,0.0,4.0,0.0,9.0,7.0,0.0,0.0,8.15,336.72,25.0,20.46,3.87,-3.31,0.0
5314,2019/2020,6,29/08/2019,4915.0,4376.0,0.0,48.0,1.0,29.0,17.0,0.0,2.0,136.96,415.89,133.0,20.46,3.23,-3.33,0.0
5315,2019/2020,6,29/08/2019,5661.0,5490.0,0.0,35.0,2.0,30.0,16.0,0.0,2.0,81.29,572.23,117.0,20.26,3.07,-3.43,0.0
5316,2019/2020,5,29/08/2019,6723.0,3879.0,0.0,57.0,0.0,30.0,18.0,0.0,10.0,170.45,474.69,131.0,19.87,3.12,-3.72,0.0
5317,2019/2020,5,29/08/2019,6077.0,4448.0,0.0,22.0,1.0,29.0,11.0,0.0,3.0,60.12,387.08,106.0,19.47,3.78,-3.67,0.0
5318,2019/2020,5,29/08/2019,6786.0,4270.0,0.0,25.0,6.0,14.0,6.0,0.0,0.0,87.21,425.49,46.0,19.14,2.97,-4.28,0.0
5319,2019/2020,5,29/08/2019,6912.0,4707.0,0.0,32.0,4.0,60.0,28.0,0.0,8.0,134.8,520.31,234.0,18.75,3.69,-3.66,0.0
5320,2019/2020,6,29/08/2019,6180.0,4758.0,0.0,26.0,3.0,11.0,4.0,0.0,3.0,60.97,521.29,34.0,18.43,2.9,-2.32,0.0
5321,2019/2020,5,29/08/2019,6099.0,4408.0,0.0,50.0,2.0,43.0,14.0,0.0,4.0,176.73,454.45,167.0,18.38,3.02,-2.86,0.0
5322,2019/2020,6,29/08/2019,4944.0,3498.0,0.0,19.0,2.0,3.0,0.0,0.0,0.0,50.51,353.35,5.0,17.97,2.2,-2.03,0.0
5323,2019/2020,6,29/08/2019,6677.0,3853.0,0.0,4.0,0.0,5.0,4.0,0.0,1.0,7.95,428.53,14.0,17.58,2.91,-2.77,0.0
5324,2019/2020,6,29/08/2019,6038.0,4871.0,0.0,18.0,0.0,8.0,7.0,0.0,0.0,41.08,464.13,20.0,16.53,2.32,-2.72,0.0
5325,2019/2020,6,29/08/2019,4854.0,3763.0,0.0,14.0,0.0,13.0,7.0,0.0,2.0,45.19,346.23,43.0,15.73,3.25,-2.81,0.0
5326,2019/2020,5,30/08/2019,1800.0,2078.973346,0.0,8.884501481,0.0,23.09970385,20.43435341,0.0,10.66140178,22.02467917,255.5715696,183.0207305,21.265,3.19,-2.925,0.0
5327,2019/2020,5,30/08/2019,1800.0,2518.472351,6.683463732,4.773902665,0.0,36.28166026,20.52778146,7.399549131,5.728683199,13.6199443,246.2808646,427.0255934,25.5025,3.7125,-3.4175,0.0
5328,2019/2020,5,30/08/2019,1800.0,2277.164249,9.686476369,7.580720636,0.210575573,27.37482452,21.47870847,2.948058025,8.212447356,19.75620028,275.9466542,234.370613,24.87714286,3.47,-3.415714286,0.0
5329,2019/2020,5,30/08/2019,1800.0,2367.381722,23.09726712,4.760505436,0.0,32.97090802,17.4551866,7.405230679,4.407875404,17.32647664,229.1848369,404.2903321,27.0325,4.085,-3.49,0.0
5330,2019/2020,5,30/08/2019,1800.0,2497.411281,3.240185153,15.42945311,0.308589062,33.32761872,21.90982342,2.77730156,13.42362421,53.13286474,283.0502314,226.5043717,24.76571429,3.71,-3.522857143,0.0
5331,2019/2020,5,30/08/2019,1800.0,2349.822647,0.0,8.840381992,0.982264666,25.78444748,22.10095498,1.473396999,8.840381992,30.2414734,245.7454297,201.1186903,23.915,3.4075,-3.2225,0.0
5332,2019/2020,5,30/08/2019,1800.0,1677.857143,6.428571429,4.821428571,0.0,17.67857143,17.67857143,1.607142857,3.214285714,13.70892857,189.7714286,123.75,12.535,1.945,-1.625,0.0
5333,2019/2020,5,30/08/2019,1800.0,1157.883551,0.0,2.114212204,0.0,8.154818502,7.550757872,0.0,1.107444488,5.18888081,103.1916774,26.2766374,19.28777778,3.658888889,-3.234444444,0.0
5334,2019/2020,5,30/08/2019,1800.0,2680.760095,0.0,0.0,0.0,51.3064133,21.37767221,0.0,4.275534442,0.0,311.3016627,320.6650831,10.46,1.5,-1.72,0.0
5335,2019/2020,5,30/08/2019,1800.0,2328.97878,7.161803714,11.53846154,0.99469496,24.07161804,19.69496021,2.586206897,6.564986737,34.16578249,233.4986737,225.795756,22.86166667,3.178333333,-3.086666667,0.0
5336,2019/2020,5,30/08/2019,1800.0,1073.242961,0.0,4.504692388,0.0,8.82168926,6.944734098,0.0,1.689259645,11.69343066,126.7301356,31.15745568,18.31166667,3.833333333,-3.02,0.0
5337,2019/2020,5,30/08/2019,1800.0,2513.117937,5.197391348,12.54542739,0.268830587,27.95838104,25.80773635,3.136356848,12.4558172,37.07890676,259.9260218,259.690347,26.05428571,3.565714286,-3.678571429,0.0
5338,2019/2020,5,30/08/2019,1800.0,2404.886789,70.95618179,4.398110441,0.439811044,43.83450073,26.09545529,12.75452028,7.769995113,15.63968073,248.1062062,554.7483303,30.282,4.38,-4.478,0.0
5339,2019/2020,5,30/08/2019,1800.0,2591.862069,44.27586207,4.965517241,0.137931034,41.79310345,23.44827586,12.68965517,6.75862069,15.04,221.5324138,578.6206897,27.784,4.198,-3.882,0.0
5340,2019/2020,5,30/08/2019,1751.098682,2210.986816,5.393527767,9.168997203,0.089892129,19.41669996,16.71993608,1.438274071,8.359968038,26.67369157,257.1265481,158.0303636,24.59833333,3.543333333,-3.541666667,0.0
5341,2019/2020,5,30/08/2019,1800.0,2397.169109,5.363794388,7.598708716,0.0,27.71293767,17.43233176,2.681897194,3.575862925,23.09560467,278.0412218,271.3185995,25.145,3.435,-3.27,0.0
5342,2019/2020,6,30/08/2019,4749.650545,4607.165085,15.20076687,25.55351279,1.448611836,43.09137343,29.31990357,2.298464114,6.663614447,86.80236642,558.1381654,338.8206511,24.70065574,3.583934426,-3.341803279,0.0
5343,2019/2020,6,30/08/2019,4727.844001,4267.803097,9.361504161,22.20690987,1.042800463,37.68301675,22.44390998,2.22780099,6.043502686,70.06742214,479.4004951,277.4086233,23.8536,3.7574,-3.3152,0.0
5344,2019/2020,6,30/08/2019,4758.681484,5076.201592,43.75190179,40.09773511,0.882885911,50.20187386,34.75137043,5.419938507,12.09063205,134.1053717,578.9021881,459.198772,24.8322449,3.878367347,-3.541836735,0.0
5345,2019/2020,6,30/08/2019,5012.336516,4702.222021,6.109426619,29.97691994,1.221885324,43.17328144,19.95746029,4.480246187,5.702131511,84.86400869,508.9608544,353.3692356,23.17533333,3.356666667,-3.066,0.0
5346,2019/2020,6,30/08/2019,5047.897856,4121.231687,0.100652377,25.36439888,2.053308481,24.05591799,14.39328984,0.241565704,2.153960857,64.95279031,454.2804101,163.8419385,20.54147541,3.293770492,-3.138196721,0.0
5347,2019/2020,6,30/08/2019,5080.51628,4359.054645,0.511856427,12.96702949,6.312895938,18.76806901,15.44100223,0.767784641,3.241757374,30.08350843,529.7355724,173.9458759,20.73333333,3.025333333,-2.992,0.0
5348,2019/2020,6,30/08/2019,4884.165692,4239.205978,1.356873342,26.11425088,2.313357829,33.47695704,19.6190539,0.978728312,5.116079814,77.06840388,434.9728872,208.535862,21.71,3.430545455,-3.114545455,0.0
5349,2019/2020,6,30/08/2019,4938.719723,4744.779591,0.503137442,22.09934456,1.006274884,22.17675032,14.57163437,0.367677361,4.257316815,53.734911,534.0845586,150.8638268,21.67017241,3.209655172,-3.112650246,0.0
5350,2019/2020,6,30/08/2019,1800.0,2345.130641,0.0,6.413301663,0.0,27.79097387,19.23990499,2.137767221,4.275534442,18.74821853,303.5629454,256.5320665,22.55,3.21,-2.77,0.0
5351,2019/2020,6,30/08/2019,4956.822308,4973.390278,2.97851151,29.26801241,2.399356494,33.13594055,21.96652239,0.930784847,5.336499789,87.68565689,524.1206309,201.5666296,23.1875,3.425666667,-3.244666667,0.0
5352,2019/2020,6,30/08/2019,5111.590324,4531.437806,0.0,24.11999394,2.484722994,27.42285743,16.87793546,0.242411999,4.424018989,59.24094743,479.3415484,156.1436291,21.33333333,3.213333333,-3.026923077,0.0
5353,2019/2020,6,30/08/2019,4631.137167,3392.313637,0.0,4.548006738,0.089176603,12.18152393,7.562175909,0.035670641,1.408990323,10.10508089,371.6904566,37.93572679,18.71735582,3.37740958,-3.178939394,0.0
5354,2019/2020,6,30/08/2019,5113.58528,5434.389449,1.057015383,28.30249809,3.134597342,28.81278138,15.25382544,0.510283288,4.118715112,81.69125161,587.99962,158.0237997,21.91174603,3.463174603,-3.161428571,0.0
5355,2019/2020,6,30/08/2019,4847.818007,3824.984739,0.0,5.420730632,0.073253117,19.7783415,15.60291385,0.293012467,2.856871549,10.5037644,404.0422155,91.63964893,21.14,3.489411765,-3.387647059,0.0
5356,2019/2020,6,30/08/2019,5044.722417,4761.39378,0.179995091,16.21592138,2.601747225,19.17765879,6.790723889,0.261811042,3.239911639,38.16187478,529.4850747,115.344127,21.31014286,3.278571429,-2.850428571,0.0
5357,2019/2020,6,30/08/2019,5000.768443,4530.481557,0.665983607,23.1045082,1.485655738,33.40163934,21.15778689,1.639344262,7.223360656,73.875,510.5307377,218.1864754,22.06045455,3.643181818,-3.153636364,0.0
5358,2019/2020,6,31/08/2019,1800.0,2228.666745,34.13320847,4.740723399,0.0,23.07152054,17.90939951,0.0,3.055132857,17.68711226,232.2701627,441.7300714,27.40875,4.115,-3.83375,0.0
5359,2019/2020,6,31/08/2019,1760.475329,2063.807802,91.44923792,3.254972875,0.0,29.13975717,17.66985275,3.719969,4.029966417,12.9718419,230.7434771,525.4456213,18.62933333,2.581333333,-2.548666667,0.0
5360,2019/2020,6,31/08/2019,2700.0,3002.119243,3.890929641,13.35122916,0.228878214,45.6993501,24.87143261,0.534049166,3.051709522,38.04947725,351.0610342,374.5973439,23.755,3.601428571,-3.215714286,0.0
5361,2019/2020,6,31/08/2019,894.4667559,1016.153503,4.596162427,4.953145917,0.0,12.00356983,9.772423025,0.312360553,2.632753235,15.63052209,114.3935743,124.497992,22.91583333,3.105833333,-3.04,0.0
5362,2019/2020,6,31/08/2019,2999.423124,3297.420542,0.412053952,9.889294838,0.0,36.42556932,17.96555229,0.08241079,1.483394226,28.17954564,406.4351839,244.4304041,22.24833333,3.313333333,-3.3425,0.0
5363,2019/2020,6,31/08/2019,3575.4984,4156.040566,9.92557745,21.72521498,0.069409633,41.36814098,25.05687734,0.624686693,10.8973123,73.66791347,464.079744,320.3254541,25.334375,3.545,-3.543125,0.0
5364,2019/2020,6,31/08/2019,2700.0,3477.349688,2.234931146,19.91120476,0.0,36.57160057,23.1620137,0.0,7.923846791,65.62976898,389.6785311,297.449018,23.962,3.348,-3.44,0.0
5365,2019/2020,6,31/08/2019,2083.545004,2116.69968,1.162248762,8.258083309,0.0,22.87794932,12.11185552,0.061170987,2.569181474,20.66722983,281.0403146,174.4596563,21.27882353,3.223529412,-2.69,0.0
5366,2019/2020,6,31/08/2019,3600.0,2484.75587,0.894521059,3.801714499,0.0,6.708907939,5.590756616,0.0,0.447260529,10.43458815,274.0320537,69.5490123,15.85166667,2.639166667,-2.2075,0.0
5367,2019/2020,6,31/08/2019,1800.0,2083.572391,58.76852365,6.133608051,0.0,27.52991521,16.97440368,0.0,3.70869324,23.09802679,231.425311,469.7202631,20.21222222,3.021111111,-2.6,0.0
5368,2019/2020,6,31/08/2019,2999.423124,3297.420542,0.412053952,9.889294838,0.0,36.42556932,17.96555229,0.08241079,1.483394226,28.17954564,406.4351839,244.4304041,22.24833333,3.313333333,-3.3425,0.0
5369,2019/2020,6,31/08/2019,1800.0,2228.666745,34.13320847,4.740723399,0.0,23.07152054,17.90939951,0.0,3.055132857,17.68711226,232.2701627,441.7300714,27.40875,4.115,-3.83375,0.0
5370,2019/2020,6,31/08/2019,894.4667559,1016.153503,4.596162427,4.953145917,0.0,12.00356983,9.772423025,0.312360553,2.632753235,15.63052209,114.3935743,124.497992,22.91583333,3.105833333,-3.04,0.0
5371,2019/2020,6,02/09/2019,4850.0,3151.0,0.0,8.0,0.0,26.0,19.0,2.0,4.0,20.57,414.39,106.0,24.92,4.35,-4.46,0.0
5372,2019/2020,6,02/09/2019,4751.0,4006.0,0.0,27.0,4.0,23.0,11.0,2.0,8.0,72.8,456.76,132.0,24.75,4.12,-4.01,0.0
5373,2019/2020,6,02/09/2019,4779.0,4216.0,0.0,49.0,1.0,59.0,34.0,1.0,10.0,185.4,452.6,390.0,24.41,4.11,-4.6,0.0
5374,2019/2020,6,02/09/2019,4824.0,3131.0,0.0,24.0,9.0,14.0,13.0,1.0,6.0,74.93,424.66,90.0,24.24,3.99,-3.83,0.0
5375,2019/2020,6,02/09/2019,4559.0,3979.0,0.0,40.0,5.0,44.0,27.0,1.0,10.0,154.37,448.0,211.0,24.03,4.58,-4.02,0.0
5376,2019/2020,7,02/09/2019,3772.586587,3472.346543,10.27442429,21.21490561,0.916652745,30.33527069,20.17954963,0.890274248,4.985535791,72.27813486,420.6482515,233.9179101,23.84195313,3.47796875,-3.241640625,0.0
5377,2019/2020,6,02/09/2019,4889.0,4712.0,0.0,34.0,0.0,46.0,34.0,0.0,4.0,114.73,467.21,235.0,23.68,3.88,-3.33,0.0
5378,2019/2020,6,02/09/2019,4847.0,3559.0,0.0,12.0,6.0,33.0,16.0,1.0,7.0,42.66,954.55,176.0,23.65,3.8,-3.67,0.0
5379,2019/2020,6,02/09/2019,4920.0,4276.0,0.0,26.0,7.0,26.0,13.0,0.0,8.0,67.56,495.44,120.0,23.62,4.29,-3.68,0.0
5380,2019/2020,6,02/09/2019,4693.0,3687.0,0.0,33.0,3.0,37.0,17.0,1.0,2.0,127.27,464.23,238.0,23.19,4.34,-3.78,0.0
5381,2019/2020,7,02/09/2019,3958.802126,3508.932419,3.529194509,21.58553851,0.502705032,26.02780951,17.8306397,0.441149314,5.498977491,72.3317648,390.813151,188.0116819,23.07435897,3.744487179,-3.290641026,0.0
5382,2019/2020,7,02/09/2019,4175.945515,3521.50192,3.515167296,23.91046088,0.768942846,30.06200365,14.53668142,2.56314282,3.698248926,69.54978193,365.4258072,224.5679274,23.03190476,3.42952381,-3.326666667,0.0
5383,2019/2020,7,02/09/2019,3841.891319,3253.141952,8.55768574,20.22137462,0.679438187,29.4665871,16.92124628,0.946360332,4.222223021,65.21668326,363.0533467,220.2188582,22.95188679,3.667358491,-3.308867925,0.0
5384,2019/2020,6,02/09/2019,4628.0,4539.0,0.0,55.0,0.0,56.0,18.0,3.0,3.0,173.7,516.58,397.0,22.74,3.81,-3.61,0.0
5385,2019/2020,7,02/09/2019,4001.097534,3755.068504,1.778467455,21.80354906,1.070160071,24.19793599,16.41425375,0.369551679,4.272941289,65.55936672,402.5362553,144.3176297,22.64605042,3.434453782,-3.228991597,0.0
5386,2019/2020,6,02/09/2019,4710.0,2919.0,0.0,7.0,0.0,14.0,8.0,0.0,2.0,19.84,325.38,64.0,22.49,3.85,-3.49,0.0
5387,2019/2020,7,02/09/2019,3964.653706,3843.718049,26.41370164,28.12216911,1.231685847,34.75737996,22.26570157,4.004965592,7.572881368,92.81973576,417.2790428,303.9721206,22.2710084,3.462605042,-3.16,1.0
5388,2019/2020,7,02/09/2019,4113.330536,3372.693668,1.341155535,14.88292016,0.55338942,21.48453041,10.80085938,0.292970869,2.897156374,46.27612309,336.3960874,112.8133161,22.06150794,3.397539683,-3.158888889,0.0
5389,2019/2020,7,02/09/2019,4160.241299,3491.210791,9.599716912,16.63647623,4.64820416,21.42875197,16.12085162,2.525044022,6.703119866,46.68699105,385.3607015,193.5942911,21.92161345,3.379714286,-3.162201681,0.0
5390,2019/2020,7,02/09/2019,3848.398194,3282.153181,1.142585991,21.13784082,0.945911353,25.14625725,15.13458164,0.35588744,4.682729469,64.09916772,334.7379857,146.4008541,21.81273684,3.444421053,-3.184421053,1.0
5391,2019/2020,7,02/09/2019,4165.696392,4095.978934,0.526652907,22.01266814,1.302398406,20.40424169,11.23763433,0.113870899,3.13856665,64.03359192,444.6798111,108.3268095,21.74758621,3.414137931,-3.145344828,0.0
5392,2019/2020,7,02/09/2019,3987.028685,3466.06545,0.271266187,17.58361336,0.424288139,14.3423302,10.00207121,0.118244235,2.810039477,43.43369046,388.7143271,102.670774,21.27384615,3.151282051,-3.110544567,0.0
5393,2019/2020,7,02/09/2019,4148.210187,3494.830887,0.235055948,12.07044055,1.143515421,12.47067095,4.834529083,0.146115859,2.306089431,29.38160067,390.7138313,74.86214286,21.25472441,3.332913386,-2.861102362,0.0
5394,2019/2020,7,02/09/2019,4121.973224,3454.207779,0.277261885,10.2190809,3.802448707,14.25918265,9.941819014,0.396088407,2.020050875,23.76688877,390.981243,108.3697881,21.16761905,3.192857143,-3.076666667,0.0
5395,2019/2020,7,02/09/2019,3716.049645,2978.2909,7.395758065,18.10685595,0.0,28.02099715,15.39720321,0.0,3.060313682,54.06075998,322.4113784,251.7745569,21.12,3.301724138,-2.843793103,0.0
5396,2019/2020,7,02/09/2019,3975.615112,2939.890274,0.0,3.629582897,0.071872929,13.61991998,10.70906637,0.143745857,1.940569074,7.17830875,299.5444454,61.02011643,21.05521739,3.525217391,-3.480869565,0.0
5397,2019/2020,6,02/09/2019,4804.0,2976.0,0.0,17.0,5.0,14.0,3.0,0.0,3.0,48.66,400.39,66.0,20.57,3.77,-2.92,0.0
5398,2019/2020,7,02/09/2019,4087.836807,3145.714708,0.095966928,19.51819681,0.841556141,15.53926032,9.589310761,0.059056571,1.609291567,51.92423534,342.5643594,110.9082409,20.17583333,3.3285,-3.146333333,0.0
5399,2019/2020,7,02/09/2019,3711.022907,2538.048118,0.0,3.46261206,0.066460884,9.796334313,6.214092661,0.03987653,0.930452377,8.219728718,287.9824759,30.02702743,19.25533458,3.53231405,-3.325289256,0.0
5400,2019/2020,7,03/09/2019,4861.0,5000.0,50.0,35.0,4.0,49.0,34.0,9.0,3.0,112.84,515.84,419.0,30.21,4.06,-3.09,0.0
5401,2019/2020,7,03/09/2019,5371.0,5932.0,45.0,38.0,3.0,68.0,43.0,17.0,9.0,110.53,630.77,671.0,28.63,3.46,-3.98,0.0
5402,2019/2020,6,03/09/2019,4790.0,4801.0,84.0,28.0,7.0,53.0,32.0,19.0,3.0,84.0,510.91,638.0,27.4,4.52,-3.23,0.0
5403,2019/2020,6,03/09/2019,4926.0,5440.0,127.0,41.0,2.0,72.0,45.0,23.0,18.0,128.38,564.91,865.0,27.12,4.41,-3.71,0.0
5404,2019/2020,6,03/09/2019,4724.0,4859.0,57.0,39.0,2.0,33.0,21.0,19.0,3.0,118.79,483.24,485.0,26.72,4.13,-3.21,0.0
5405,2019/2020,6,03/09/2019,4232.0,5301.0,95.0,25.0,4.0,51.0,34.0,17.0,11.0,74.06,525.44,597.0,26.61,4.44,-3.55,0.0
5406,2019/2020,6,03/09/2019,4952.0,5353.0,31.0,17.0,0.0,64.0,35.0,18.0,6.0,55.92,555.9,781.0,26.02,4.03,-3.67,0.0
5407,2019/2020,6,03/09/2019,4536.0,4174.0,23.0,11.0,4.0,27.0,12.0,10.0,7.0,26.0,414.52,300.0,25.89,4.09,-3.26,0.0
5408,2019/2020,6,03/09/2019,4539.0,4110.0,42.0,16.0,5.0,40.0,24.0,16.0,9.0,45.83,381.47,453.0,25.86,3.98,-3.52,0.0
5409,2019/2020,7,03/09/2019,4104.0,4029.0,9.0,24.0,3.0,27.0,16.0,2.0,1.0,59.38,358.32,166.0,25.78,3.42,-3.18,0.0
5410,2019/2020,7,03/09/2019,4740.0,4181.0,10.0,21.0,3.0,34.0,18.0,7.0,2.0,63.77,445.77,366.0,25.72,4.1,-3.97,0.0
5411,2019/2020,6,03/09/2019,4917.0,4759.0,15.0,17.0,2.0,42.0,18.0,15.0,6.0,46.87,451.92,450.0,25.68,3.96,-3.77,0.0
5412,2019/2020,6,03/09/2019,5082.0,4965.0,11.0,22.0,4.0,47.0,21.0,15.0,3.0,55.52,528.99,510.0,25.58,4.03,-3.79,0.0
5413,2019/2020,6,03/09/2019,4921.0,5913.0,35.0,24.0,0.0,54.0,41.0,19.0,7.0,70.87,520.0,592.0,25.53,4.09,-3.84,0.0
5414,2019/2020,6,03/09/2019,4907.0,5143.0,12.0,20.0,2.0,50.0,24.0,22.0,6.0,59.12,537.82,669.0,25.42,4.13,-3.46,0.0
5415,2019/2020,7,03/09/2019,4600.0,4654.0,0.0,27.0,5.0,25.0,14.0,2.0,1.0,67.19,427.94,239.0,23.75,3.27,-3.09,0.0
5416,2019/2020,7,03/09/2019,4698.0,5584.0,0.0,20.0,5.0,33.0,13.0,2.0,4.0,55.0,562.7,189.0,23.56,3.1,-2.81,0.0
5417,2019/2020,7,03/09/2019,4314.0,4235.0,0.0,20.0,4.0,29.0,16.0,2.0,3.0,51.36,444.12,177.0,23.29,3.12,-3.17,0.0
5418,2019/2020,7,03/09/2019,4482.0,5099.0,0.0,35.0,5.0,35.0,20.0,3.0,12.0,99.99,534.17,236.0,23.27,3.26,-3.6,0.0
5419,2019/2020,7,03/09/2019,5104.0,4708.0,0.0,28.0,0.0,43.0,27.0,2.0,3.0,79.43,465.26,278.0,22.92,3.14,-3.74,0.0
5420,2019/2020,6,03/09/2019,4450.0,3152.0,0.0,4.0,0.0,17.0,17.0,1.0,1.0,9.72,322.5,102.0,22.78,3.94,-3.37,0.0
5421,2019/2020,7,03/09/2019,4475.0,4988.0,0.0,12.0,8.0,31.0,22.0,1.0,1.0,27.84,507.62,196.0,22.52,3.25,-3.2,0.0
5422,2019/2020,7,03/09/2019,4299.0,4525.0,0.0,24.0,2.0,21.0,24.0,0.0,2.0,64.2,434.32,136.0,22.31,3.49,-3.34,0.0
5423,2019/2020,7,03/09/2019,4350.0,4238.0,0.0,29.0,2.0,40.0,18.0,1.0,1.0,81.48,422.06,205.0,22.05,3.32,-2.98,0.0
5424,2019/2020,7,03/09/2019,5265.0,5040.0,0.0,18.0,4.0,15.0,5.0,0.0,3.0,34.3,508.71,112.0,21.23,2.97,-2.5,0.0
5425,2019/2020,6,03/09/2019,4836.0,3446.0,0.0,11.0,0.0,22.0,13.0,0.0,1.0,29.32,417.27,83.0,21.11,3.85,-4.04,0.0
5426,2019/2020,7,03/09/2019,5387.0,4233.0,0.0,12.0,0.0,19.0,7.0,0.0,0.0,21.41,427.54,64.0,20.88,3.25,-2.87,0.0
5427,2019/2020,7,03/09/2019,4939.0,4387.0,0.0,13.0,0.0,24.0,15.0,0.0,5.0,26.25,403.17,110.0,19.56,3.38,-3.49,0.0
5428,2019/2020,7,03/09/2019,1362.0,1585.0,0.0,9.0,0.0,6.0,1.0,0.0,0.0,15.77,160.56,26.0,15.98,2.53,-2.28,0.0
5429,2019/2020,7,04/09/2019,1800.0,2228.666745,34.13320847,4.740723399,0.0,23.07152054,17.90939951,0.0,3.055132857,17.68711226,232.2701627,441.7300714,27.40875,4.115,-3.83375,0.0
5430,2019/2020,7,04/09/2019,1800.0,2083.572391,58.76852365,6.133608051,0.0,27.52991521,16.97440368,0.0,3.70869324,23.09802679,231.425311,469.7202631,20.21222222,3.021111111,-2.6,0.0
5431,2019/2020,7,04/09/2019,1173.65022,1375.871868,60.96615862,2.169981917,0.0,19.42650478,11.77990183,2.479979334,2.686644278,8.647894601,153.8289848,350.2970809,18.62933333,2.581333333,-2.548666667,0.0
5432,2019/2020,7,04/09/2019,2400.0,2668.550438,3.458604125,11.86775925,0.203447301,40.62164453,22.1079401,0.47471037,2.712630687,33.82175756,312.0542526,332.9754168,23.755,3.601428571,-3.215714286,0.0
5433,2019/2020,7,04/09/2019,1192.622341,1354.871337,6.12821657,6.604194556,0.0,16.00475978,13.02989737,0.416480738,3.510337647,20.84069612,152.5247657,165.9973226,22.91583333,3.105833333,-3.04,0.0
5434,2019/2020,7,04/09/2019,2399.5385,2637.936434,0.329643161,7.911435871,0.0,29.14045546,14.37244183,0.065928632,1.186715381,22.54363651,325.1481471,195.5443233,22.24833333,3.313333333,-3.3425,0.0
5435,2019/2020,7,04/09/2019,3575.4984,4156.040566,9.92557745,21.72521498,0.069409633,41.36814098,25.05687734,0.624686693,10.8973123,73.66791347,464.079744,320.3254541,25.334375,3.545,-3.543125,0.0
5436,2019/2020,7,04/09/2019,3600.0,2484.75587,0.894521059,3.801714499,0.0,6.708907939,5.590756616,0.0,0.447260529,10.43458815,274.0320537,69.5490123,15.85166667,2.639166667,-2.2075,0.0
5437,2019/2020,7,04/09/2019,2400.0,3090.9775,1.986605463,17.69884867,0.0,32.5080894,20.58845662,0.0,7.043419369,58.33757243,346.3809165,264.3991271,23.962,3.348,-3.44,0.0
5438,2019/2020,7,04/09/2019,2381.194291,2419.085348,1.328284299,9.437809496,0.0,26.14622779,13.84212059,0.0699097,2.936207399,23.61969123,321.188931,199.3824643,21.27882353,3.223529412,-2.69,0.0
5439,2019/2020,7,04/09/2019,1500.0,1931.860938,1.241628414,11.06178042,0.0,20.31755587,12.86778539,0.0,4.402137106,36.46098277,216.4880728,165.2494544,14.97625,2.0925,-2.15,0.0
5440,2019/2020,7,04/09/2019,1800.0,2083.572391,58.76852365,6.133608051,0.0,27.52991521,16.97440368,0.0,3.70869324,23.09802679,231.425311,469.7202631,20.21222222,3.021111111,-2.6,0.0
5441,2019/2020,7,04/09/2019,1799.826937,1989.932577,1.420592733,7.417198172,0.076292738,26.1607875,13.68014322,0.202739626,1.462254775,21.13702278,238.9508999,198.1949025,17.25125,2.593035714,-2.459330357,0.0
5442,2019/2020,7,04/09/2019,1800.0,2228.666745,34.13320847,4.740723399,0.0,23.07152054,17.90939951,0.0,3.055132857,17.68711226,232.2701627,441.7300714,27.40875,4.115,-3.83375,0.0
5443,2019/2020,7,04/09/2019,2392.622341,2900.360087,7.121519302,15.45361889,0.0,32.25880448,23.32412568,0.416480738,7.032047332,50.00948233,325.715224,298.1968862,34.89683333,4.779833333,-4.76,0.0
5444,2019/2020,6,04/09/2019,4400.0,2816.0,0.0,3.0,0.0,14.0,6.0,0.0,1.0,6.32,311.59,49.0,21.3,3.14,-3.41,0.0
5445,2019/2020,6,04/09/2019,5153.0,4709.0,0.0,35.0,5.0,32.0,8.0,0.0,9.0,118.79,501.55,106.0,20.96,3.22,-2.93,0.0
5446,2019/2020,6,04/09/2019,4974.0,4380.0,0.0,39.0,4.0,43.0,25.0,0.0,7.0,128.54,513.29,186.0,20.32,3.25,-3.36,0.0
5447,2019/2020,6,04/09/2019,5238.0,3740.0,0.0,29.0,3.0,12.0,9.0,0.0,4.0,80.38,436.82,40.0,19.91,3.39,-3.16,0.0
5448,2019/2020,6,04/09/2019,5112.0,4025.0,0.0,24.0,9.0,22.0,14.0,0.0,9.0,70.29,475.17,75.0,19.11,3.68,-3.85,0.0
5449,2019/2020,6,04/09/2019,5083.0,3301.0,0.0,26.0,8.0,20.0,8.0,0.0,2.0,72.32,418.25,55.0,18.13,2.93,-2.71,0.0
5450,2019/2020,6,04/09/2019,4975.0,3759.0,0.0,37.0,5.0,16.0,5.0,0.0,3.0,133.67,411.56,47.0,17.31,2.86,-2.98,0.0
