,Saison,Semaine Entrainement,Date,Time on playing field (s),Total distance (m),Distance in speed zone ? 25 km/h (m),Jumps,Impacts,Accelerations,Decelerations,Sprints,Change of direction,Jump Load per mass (J/kg),Accum Acceleration Load,High Metabolic Load Distance (m),Maximum speed (km/h),Maximum acceleration (m/s²),Maximum deceleration (m/s²),Blessures
2244,2018/2019,21,18/12/2018,4832.0,4132.0,0.0,22.0,0.0,21.0,16.0,0.0,16.0,79.63,473.68,94.0,21.31,2.84,-2.84,0.0
2245,2018/2019,21,18/12/2018,5473.0,4689.0,0.0,32.0,0.0,23.0,6.0,0.0,0.0,88.44,528.83,87.0,19.48,3.44,-2.55,0.0
2246,2018/2019,21,18/12/2018,6067.0,4485.0,0.0,23.0,0.0,14.0,6.0,0.0,4.0,54.07,539.03,54.0,19.47,3.3,-2.84,0.0
2247,2018/2019,21,18/12/2018,4497.0,3247.0,0.0,14.0,0.0,6.0,2.0,0.0,0.0,33.1,381.77,8.0,19.24,4.09,-4.5,0.0
2248,2018/2019,21,18/12/2018,6053.0,4194.0,0.0,27.0,0.0,17.0,11.0,0.0,3.0,84.45,448.04,64.0,18.63,3.08,-2.98,0.0
2249,2018/2019,21,18/12/2018,4069.0,3107.0,0.0,13.0,0.0,9.0,7.0,0.0,0.0,43.43,379.75,38.0,18.44,2.73,-2.78,0.0
2250,2018/2019,21,18/12/2018,5736.0,3378.0,0.0,2.0,0.0,14.0,7.0,0.0,1.0,5.76,467.05,16.0,17.55,4.04,-4.59,0.0
2251,2018/2019,21,18/12/2018,5291.0,4155.0,0.0,15.0,0.0,8.0,1.0,0.0,2.0,32.52,516.3,23.0,16.95,2.81,-2.7,0.0
2252,2018/2019,21,18/12/2018,4124.0,3364.0,0.0,38.0,0.0,24.0,9.0,0.0,17.0,123.82,405.32,103.0,16.69,3.02,-3.17,0.0
2253,2018/2019,22,03/01/2019,3902.0,3591.0,67.0,8.0,0.0,53.0,34.0,10.0,10.0,26.13,329.04,584.0,29.03,4.17,-4.79,0.0
2254,2018/2019,22,03/01/2019,3891.0,3269.0,51.0,6.0,0.0,37.0,32.0,11.0,10.0,15.72,270.1,479.0,27.89,4.12,-4.16,0.0
2255,2018/2019,22,03/01/2019,5793.0,5503.0,38.0,51.0,3.0,41.0,33.0,9.0,19.0,162.41,531.44,446.0,27.69,3.91,-3.62,0.0
2256,2018/2019,22,03/01/2019,3995.0,3458.0,49.0,14.0,0.0,52.0,43.0,11.0,10.0,35.87,313.38,568.0,27.51,4.19,-3.79,0.0
2257,2018/2019,22,03/01/2019,3811.0,3269.0,82.0,10.0,0.0,43.0,31.0,10.0,9.0,26.03,272.24,491.0,27.28,3.8,-4.32,0.0
2258,2018/2019,22,03/01/2019,3930.0,3498.0,32.0,8.0,1.0,65.0,43.0,12.0,8.0,32.37,318.07,594.0,27.15,3.84,-3.63,0.0
2259,2018/2019,22,03/01/2019,4040.0,3202.0,20.0,20.0,1.0,51.0,34.0,12.0,13.0,56.93,279.49,501.0,27.14,3.65,-3.99,0.0
2260,2018/2019,22,03/01/2019,6902.0,5503.0,41.0,49.0,1.0,65.0,49.0,11.0,23.0,164.93,531.58,593.0,26.69,4.03,-4.07,0.0
2261,2018/2019,22,03/01/2019,1884.0,1836.0,42.0,0.0,0.0,25.0,14.0,11.0,8.0,0.0,194.65,371.0,26.66,3.78,-4.08,0.0
2262,2018/2019,22,03/01/2019,5095.0,4550.0,10.0,39.0,0.0,41.0,25.0,3.0,7.0,136.14,488.72,335.0,26.35,3.64,-3.32,0.0
2263,2018/2019,22,03/01/2019,3689.0,3431.0,16.0,10.0,0.0,47.0,24.0,12.0,9.0,27.59,291.35,463.0,26.31,3.55,-3.56,0.0
2264,2018/2019,22,03/01/2019,6269.0,4979.0,16.0,40.0,0.0,46.0,35.0,3.0,34.0,134.08,523.17,260.0,26.19,3.63,-3.38,0.0
2265,2018/2019,22,03/01/2019,4025.0,4596.0,29.0,11.0,0.0,65.0,45.0,12.0,11.0,28.53,341.37,563.0,26.08,3.95,-3.85,0.0
2266,2018/2019,22,03/01/2019,7019.0,6836.0,11.0,52.0,2.0,58.0,30.0,3.0,19.0,146.9,675.52,266.0,26.07,3.38,-3.77,0.0
2267,2018/2019,22,03/01/2019,4127.0,2784.0,26.0,7.0,1.0,50.0,42.0,9.0,13.0,15.99,262.64,398.0,25.79,4.61,-4.67,0.0
2268,2018/2019,22,03/01/2019,3875.0,2465.0,14.0,3.0,0.0,36.0,27.0,7.0,7.0,8.6,226.33,384.0,25.71,4.16,-4.07,0.0
2269,2018/2019,22,03/01/2019,3980.0,3477.0,33.0,28.0,2.0,57.0,41.0,12.0,12.0,80.99,252.95,536.0,25.6,4.04,-4.39,0.0
2270,2018/2019,22,03/01/2019,3213.0,2291.0,4.0,14.0,0.0,12.0,7.0,2.0,7.0,24.1,300.29,176.0,25.08,4.03,-3.09,0.0
2271,2018/2019,22,03/01/2019,6768.0,5775.0,4.0,29.0,5.0,36.0,23.0,2.0,12.0,74.64,654.38,202.0,25.06,4.06,-3.99,0.0
2272,2018/2019,22,03/01/2019,4027.0,3909.0,0.0,20.0,0.0,50.0,32.0,8.0,10.0,51.51,322.29,528.0,24.75,3.67,-3.74,0.0
2273,2018/2019,22,03/01/2019,6587.0,5385.0,0.0,45.0,1.0,48.0,36.0,2.0,20.0,142.8,497.23,289.0,24.38,4.61,-4.47,0.0
2274,2018/2019,22,03/01/2019,4028.0,3466.0,0.0,1.0,0.0,44.0,16.0,5.0,8.0,3.06,292.41,430.0,24.03,3.63,-3.43,0.0
2275,2018/2019,22,03/01/2019,6749.0,5894.0,0.0,45.0,4.0,35.0,15.0,1.0,10.0,146.94,618.08,183.0,23.72,3.55,-2.9,0.0
2276,2018/2019,22,03/01/2019,3499.0,2682.0,0.0,24.0,0.0,13.0,9.0,3.0,6.0,62.17,377.78,275.0,23.64,3.43,-3.09,0.0
2277,2018/2019,22,03/01/2019,3154.0,2490.0,0.0,25.0,0.0,12.0,5.0,2.0,6.0,54.98,355.41,188.0,23.34,3.62,-2.53,0.0
2278,2018/2019,22,03/01/2019,3637.0,2547.0,0.0,21.0,0.0,11.0,4.0,4.0,4.0,46.31,406.02,233.0,23.32,3.77,-2.29,0.0
2279,2018/2019,22,03/01/2019,3863.0,3669.0,0.0,8.0,1.0,31.0,21.0,5.0,9.0,18.3,258.78,374.0,23.06,3.22,-3.51,0.0
2280,2018/2019,22,03/01/2019,6949.0,6290.0,0.0,51.0,3.0,60.0,37.0,1.0,12.0,136.99,575.38,286.0,23.03,3.48,-3.06,0.0
2281,2018/2019,22,03/01/2019,3131.0,2429.0,0.0,22.0,0.0,13.0,4.0,0.0,1.0,45.86,334.33,130.0,22.93,3.87,-3.16,0.0
2282,2018/2019,22,03/01/2019,3711.0,2422.0,0.0,22.0,0.0,13.0,7.0,1.0,7.0,49.36,369.4,198.0,22.88,3.75,-3.0,0.0
2283,2018/2019,22,03/01/2019,3203.0,2492.0,0.0,18.0,0.0,13.0,5.0,1.0,5.0,34.23,362.21,177.0,22.4,4.35,-3.21,0.0
2284,2018/2019,22,03/01/2019,6088.0,4804.0,0.0,31.0,9.0,29.0,21.0,0.0,13.0,96.03,521.22,110.0,22.35,3.85,-3.15,0.0
2285,2018/2019,22,03/01/2019,6033.0,4073.0,0.0,21.0,5.0,22.0,8.0,0.0,3.0,43.82,481.77,94.0,21.59,4.39,-2.64,0.0
2286,2018/2019,22,03/01/2019,3328.0,2439.0,0.0,10.0,0.0,12.0,3.0,0.0,1.0,23.29,371.18,88.0,21.33,3.24,-2.6,0.0
2287,2018/2019,22,03/01/2019,3247.0,2431.0,0.0,18.0,0.0,13.0,2.0,0.0,5.0,34.44,378.77,106.0,20.78,4.33,-2.99,0.0
2288,2018/2019,22,03/01/2019,3457.0,2490.0,0.0,24.0,0.0,10.0,4.0,0.0,2.0,57.26,441.81,77.0,20.73,3.15,-2.93,0.0
2289,2018/2019,22,03/01/2019,3335.0,2543.0,0.0,34.0,0.0,16.0,4.0,0.0,7.0,97.6,350.58,110.0,20.52,3.21,-3.12,0.0
2290,2018/2019,22,03/01/2019,7144.0,4904.0,0.0,17.0,0.0,43.0,43.0,0.0,5.0,40.42,529.47,88.0,20.5,4.21,-4.01,0.0
2291,2018/2019,22,03/01/2019,7178.0,5482.0,0.0,24.0,5.0,13.0,11.0,0.0,0.0,54.08,503.13,78.0,20.47,4.45,-4.44,0.0
2292,2018/2019,22,03/01/2019,3511.0,2320.0,0.0,83.0,1.0,11.0,1.0,0.0,3.0,227.72,340.89,48.0,19.84,2.91,-2.44,0.0
2293,2018/2019,22,03/01/2019,6479.0,4225.0,0.0,10.0,0.0,29.0,26.0,0.0,4.0,25.86,450.98,59.0,19.82,4.42,-4.0,0.0
2294,2018/2019,22,03/01/2019,3329.0,2424.0,0.0,87.0,1.0,10.0,4.0,0.0,5.0,327.55,405.97,55.0,19.76,3.36,-2.38,0.0
2295,2018/2019,22,03/01/2019,3432.0,3108.0,0.0,28.0,0.0,19.0,13.0,0.0,8.0,72.12,329.95,78.0,19.46,3.56,-3.04,0.0
2296,2018/2019,22,03/01/2019,3472.0,2607.0,0.0,17.0,0.0,10.0,2.0,0.0,6.0,32.35,377.11,45.0,19.11,2.88,-2.25,0.0
2297,2018/2019,22,03/01/2019,3403.0,2680.0,0.0,12.0,0.0,9.0,2.0,0.0,1.0,18.34,327.36,36.0,18.52,3.39,-3.22,0.0
2298,2018/2019,22,04/01/2019,6724.0,6245.0,92.0,53.0,0.0,68.0,47.0,20.0,6.0,152.39,658.68,815.0,28.44,4.03,-3.61,0.0
2299,2018/2019,22,04/01/2019,6377.0,4877.0,31.0,29.0,1.0,47.0,29.0,8.0,4.0,117.33,518.2,400.0,27.67,3.94,-4.07,0.0
2300,2018/2019,22,04/01/2019,6424.0,5038.0,10.0,39.0,0.0,53.0,25.0,4.0,7.0,126.94,533.17,457.0,26.92,3.79,-3.92,0.0
2301,2018/2019,22,04/01/2019,6585.0,5630.0,8.0,36.0,10.0,39.0,19.0,5.0,6.0,107.6,629.16,327.0,26.35,3.66,-3.05,0.0
2302,2018/2019,22,04/01/2019,5445.0,4368.0,7.0,27.0,0.0,51.0,25.0,6.0,3.0,87.15,402.87,503.0,25.35,3.57,-3.98,0.0
2303,2018/2019,22,04/01/2019,6679.0,4992.0,5.0,59.0,10.0,56.0,31.0,9.0,2.0,207.03,635.25,493.0,25.25,3.76,-3.65,0.0
2304,2018/2019,22,04/01/2019,6050.0,4604.0,0.0,32.0,3.0,38.0,27.0,3.0,8.0,82.88,547.13,253.0,24.98,4.15,-3.45,0.0
2305,2018/2019,22,04/01/2019,6749.0,4628.0,0.0,30.0,13.0,32.0,21.0,2.0,1.0,56.62,604.06,179.0,23.69,2.9,-3.25,0.0
2306,2018/2019,22,04/01/2019,6595.0,5220.0,0.0,49.0,19.0,37.0,17.0,1.0,10.0,136.16,605.16,156.0,23.29,3.14,-2.78,0.0
2307,2018/2019,22,04/01/2019,6842.0,6150.0,0.0,47.0,2.0,39.0,21.0,2.0,8.0,146.09,648.87,302.0,23.26,3.66,-3.22,0.0
2308,2018/2019,22,04/01/2019,6752.0,5273.0,0.0,45.0,1.0,44.0,23.0,1.0,7.0,129.2,546.91,244.0,22.7,3.26,-3.67,0.0
2309,2018/2019,22,04/01/2019,6458.0,5778.0,0.0,52.0,6.0,39.0,22.0,1.0,10.0,179.45,632.71,202.0,22.61,4.35,-3.94,0.0
2310,2018/2019,22,04/01/2019,6677.0,3970.0,0.0,15.0,0.0,31.0,26.0,0.0,2.0,45.46,463.03,81.0,22.33,4.56,-4.62,0.0
2311,2018/2019,22,04/01/2019,6840.0,4454.0,0.0,22.0,0.0,44.0,33.0,0.0,2.0,45.23,567.44,90.0,18.73,3.71,-3.88,0.0
2312,2018/2019,22,04/01/2019,2645.0,2705.0,0.0,8.0,1.0,24.0,23.0,0.0,0.0,15.49,284.71,87.0,15.27,2.65,-2.66,0.0
2313,2018/2019,22,04/01/2019,1586.0,1101.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,11.14,108.8,0.0,10.8,1.82,-1.72,0.0
2314,2018/2019,23,14/01/2019,4893.0,3865.0,0.0,44.0,1.0,32.0,23.0,0.0,9.0,161.44,474.12,140.0,21.9,4.04,-3.58,0.0
2315,2018/2019,23,14/01/2019,5024.0,4566.0,0.0,50.0,6.0,34.0,24.0,0.0,7.0,172.51,443.31,137.0,19.95,4.3,-4.09,1.0
2316,2018/2019,23,14/01/2019,4717.0,3089.0,0.0,22.0,1.0,19.0,15.0,0.0,6.0,63.2,362.42,77.0,19.87,3.45,-2.46,0.0
2317,2018/2019,23,14/01/2019,4635.0,3261.0,0.0,35.0,1.0,23.0,15.0,0.0,2.0,117.74,344.73,66.0,19.73,3.41,-2.93,0.0
2318,2018/2019,23,14/01/2019,4705.0,3559.0,0.0,26.0,5.0,18.0,7.0,0.0,2.0,69.75,393.66,74.0,19.4,3.79,-2.52,0.0
2319,2018/2019,23,14/01/2019,4588.0,3402.0,0.0,46.0,1.0,42.0,22.0,0.0,9.0,139.89,343.0,143.0,19.33,4.02,-3.78,0.0
2320,2018/2019,23,14/01/2019,4763.0,3111.0,0.0,28.0,4.0,28.0,9.0,0.0,3.0,65.06,315.05,93.0,18.59,3.18,-2.76,0.0
2321,2018/2019,23,14/01/2019,4818.0,3533.0,0.0,54.0,3.0,30.0,27.0,0.0,14.0,175.36,422.31,138.0,17.92,3.31,-3.18,0.0
2322,2018/2019,23,14/01/2019,5034.0,2810.0,0.0,17.0,0.0,11.0,5.0,0.0,5.0,39.42,393.01,31.0,17.26,2.61,-2.72,0.0
2323,2018/2019,23,14/01/2019,4813.0,3947.0,0.0,44.0,4.0,15.0,9.0,0.0,2.0,148.38,426.9,53.0,17.2,3.64,-2.63,0.0
2324,2018/2019,23,15/01/2019,3073.0,3971.0,66.0,13.0,1.0,57.0,48.0,21.0,21.0,46.69,372.19,1185.0,27.87,3.95,-3.98,0.0
2325,2018/2019,23,15/01/2019,3095.0,4257.0,67.0,19.0,3.0,65.0,44.0,17.0,16.0,54.73,310.18,1194.0,27.38,4.21,-3.8,0.0
2326,2018/2019,23,15/01/2019,3493.0,4121.0,17.0,14.0,6.0,54.0,29.0,8.0,6.0,36.95,339.47,670.0,26.03,4.34,-3.87,0.0
2327,2018/2019,23,15/01/2019,3326.0,3516.0,13.0,20.0,1.0,43.0,19.0,8.0,10.0,61.12,333.31,665.0,25.91,4.45,-3.81,0.0
2328,2018/2019,23,15/01/2019,3442.0,4661.0,29.0,14.0,2.0,60.0,54.0,11.0,22.0,43.67,423.59,1085.0,25.81,3.63,-3.33,0.0
2329,2018/2019,23,15/01/2019,3393.0,4349.0,9.0,14.0,5.0,42.0,24.0,10.0,4.0,56.48,410.76,643.0,25.55,4.41,-3.16,0.0
2330,2018/2019,23,15/01/2019,3651.0,3964.0,11.0,6.0,3.0,49.0,32.0,17.0,19.0,18.0,386.03,966.0,25.52,4.07,-4.33,0.0
2331,2018/2019,23,15/01/2019,3688.0,4282.0,4.0,15.0,8.0,51.0,30.0,5.0,14.0,59.09,429.89,610.0,25.42,4.46,-3.53,0.0
2332,2018/2019,23,15/01/2019,3238.0,3837.0,10.0,24.0,2.0,55.0,42.0,9.0,15.0,63.44,347.17,792.0,25.26,3.41,-3.63,0.0
2333,2018/2019,23,15/01/2019,3805.0,4505.0,4.0,12.0,1.0,59.0,32.0,8.0,8.0,29.07,450.5,811.0,25.03,4.08,-3.2,0.0
2334,2018/2019,23,15/01/2019,3381.0,3021.0,0.0,11.0,3.0,14.0,9.0,1.0,0.0,23.3,283.05,81.0,23.23,2.86,-2.87,0.0
2335,2018/2019,23,15/01/2019,2048.0,2867.0,0.0,6.0,1.0,34.0,15.0,1.0,9.0,15.82,269.84,312.0,22.63,3.22,-3.03,0.0
2336,2018/2019,23,15/01/2019,3740.0,3874.0,0.0,12.0,13.0,42.0,23.0,0.0,14.0,23.24,425.94,352.0,21.53,3.22,-3.03,0.0
2337,2018/2019,23,15/01/2019,3121.0,2276.0,0.0,8.0,1.0,10.0,9.0,0.0,3.0,18.39,226.65,29.0,17.35,3.81,-3.22,0.0
2338,2018/2019,23,16/01/2019,5168.0,3902.0,52.0,29.0,10.0,24.0,16.0,8.0,11.0,79.28,482.17,293.0,27.57,3.41,-2.92,0.0
2339,2018/2019,23,16/01/2019,5034.0,3199.0,36.0,28.0,10.0,17.0,5.0,8.0,0.0,80.85,375.79,228.0,26.42,3.17,-2.93,0.0
2340,2018/2019,23,16/01/2019,5219.0,4571.0,31.0,34.0,9.0,28.0,17.0,8.0,8.0,107.07,479.2,279.0,25.55,3.91,-4.1,0.0
2341,2018/2019,23,16/01/2019,5162.0,3105.0,8.0,11.0,12.0,8.0,4.0,7.0,1.0,30.65,356.52,192.0,25.31,3.58,-2.91,0.0
2342,2018/2019,23,16/01/2019,5113.0,2508.0,0.0,8.0,1.0,4.0,3.0,0.0,0.0,19.44,356.66,53.0,21.97,2.97,-2.45,0.0
2343,2018/2019,23,16/01/2019,4343.0,2273.0,0.0,9.0,0.0,14.0,12.0,0.0,4.0,17.38,285.65,29.0,19.06,3.83,-3.69,0.0
2344,2018/2019,23,16/01/2019,4874.0,2418.0,0.0,6.0,2.0,6.0,5.0,0.0,1.0,14.45,308.51,20.0,15.36,3.21,-3.26,0.0
2345,2018/2019,23,17/01/2019,4393.0,4251.0,34.0,29.0,3.0,37.0,17.0,9.0,5.0,95.2,406.2,346.0,29.15,4.02,-3.26,0.0
2346,2018/2019,23,17/01/2019,5117.0,4127.0,49.0,14.0,3.0,55.0,35.0,15.0,15.0,49.97,414.63,617.0,28.85,4.13,-3.91,0.0
2347,2018/2019,23,17/01/2019,4466.0,4282.0,24.0,22.0,2.0,46.0,30.0,12.0,9.0,73.6,411.05,466.0,27.42,3.95,-3.95,0.0
2348,2018/2019,23,17/01/2019,3637.0,3588.0,31.0,17.0,4.0,31.0,15.0,6.0,13.0,56.81,394.55,263.0,26.37,3.76,-4.45,0.0
2349,2018/2019,23,17/01/2019,5217.0,4967.0,20.0,19.0,5.0,38.0,37.0,6.0,17.0,50.86,474.49,349.0,26.26,4.16,-3.52,0.0
2350,2018/2019,23,17/01/2019,4840.0,4643.0,11.0,36.0,13.0,44.0,37.0,5.0,12.0,134.69,521.8,347.0,26.14,3.86,-3.3,0.0
2351,2018/2019,23,17/01/2019,5357.0,4521.0,7.0,25.0,9.0,38.0,25.0,8.0,18.0,62.06,504.53,344.0,25.73,3.78,-4.27,1.0
2352,2018/2019,23,17/01/2019,5223.0,4796.0,8.0,23.0,3.0,48.0,33.0,10.0,15.0,62.8,453.73,548.0,25.3,3.79,-4.03,0.0
2353,2018/2019,23,17/01/2019,5129.0,4891.0,0.0,21.0,3.0,37.0,22.0,4.0,5.0,66.38,467.65,261.0,24.93,4.42,-4.26,0.0
2354,2018/2019,23,17/01/2019,4443.0,4124.0,0.0,17.0,5.0,31.0,21.0,2.0,7.0,38.11,364.51,234.0,24.85,3.74,-3.81,0.0
2355,2018/2019,23,17/01/2019,5112.0,3843.0,0.0,23.0,3.0,34.0,13.0,6.0,1.0,69.66,367.49,320.0,24.32,3.75,-4.18,0.0
2356,2018/2019,23,17/01/2019,3664.0,2967.0,0.0,13.0,3.0,27.0,19.0,2.0,3.0,37.46,275.34,178.0,24.25,3.7,-3.25,0.0
2357,2018/2019,23,17/01/2019,4914.0,3120.0,0.0,4.0,1.0,23.0,12.0,0.0,1.0,9.88,311.86,68.0,23.3,4.38,-3.56,1.0
2358,2018/2019,23,17/01/2019,5280.0,3972.0,0.0,8.0,10.0,28.0,20.0,2.0,4.0,14.12,408.16,182.0,23.26,3.15,-3.47,0.0
2359,2018/2019,23,17/01/2019,4380.0,4054.0,0.0,9.0,5.0,15.0,9.0,2.0,1.0,21.58,345.5,170.0,23.1,2.87,-3.03,0.0
2360,2018/2019,23,17/01/2019,5252.0,3353.0,0.0,10.0,0.0,40.0,33.0,0.0,3.0,25.85,360.34,76.0,20.12,4.18,-3.39,0.0
2361,2018/2019,24,28/01/2019,5224.0,3273.0,0.0,9.0,2.0,21.0,16.0,1.0,3.0,18.91,283.99,112.0,23.66,3.77,-2.91,0.0
2362,2018/2019,24,28/01/2019,5098.0,4062.0,0.0,32.0,8.0,19.0,14.0,1.0,7.0,96.24,458.63,115.0,23.42,3.66,-3.49,0.0
2363,2018/2019,24,28/01/2019,4978.0,3565.0,0.0,21.0,4.0,33.0,20.0,1.0,9.0,63.49,366.73,138.0,22.91,3.16,-3.92,0.0
2364,2018/2019,24,28/01/2019,5243.0,2857.0,0.0,19.0,5.0,28.0,20.0,0.0,7.0,61.47,353.61,119.0,21.6,3.61,-3.27,0.0
2365,2018/2019,24,28/01/2019,4796.0,3584.0,0.0,16.0,0.0,25.0,17.0,0.0,1.0,37.73,364.4,100.0,21.41,4.08,-3.79,0.0
2366,2018/2019,24,28/01/2019,4923.0,3445.0,0.0,14.0,8.0,14.0,17.0,0.0,9.0,35.65,391.16,62.0,21.37,3.98,-3.05,0.0
2367,2018/2019,24,28/01/2019,5312.0,4713.0,0.0,41.0,4.0,46.0,32.0,0.0,6.0,120.6,485.88,195.0,21.11,3.76,-3.53,0.0
2368,2018/2019,24,28/01/2019,5225.0,4149.0,0.0,75.0,0.0,43.0,29.0,0.0,5.0,242.48,405.27,213.0,20.85,3.55,-3.32,0.0
2369,2018/2019,24,28/01/2019,4862.0,3380.0,0.0,13.0,0.0,27.0,32.0,0.0,2.0,38.74,385.97,72.0,19.6,3.89,-3.85,0.0
2370,2018/2019,24,28/01/2019,5141.0,3609.0,0.0,35.0,2.0,28.0,14.0,0.0,4.0,111.15,371.74,84.0,19.56,3.68,-3.29,0.0
2371,2018/2019,24,28/01/2019,5141.0,3816.0,0.0,19.0,7.0,12.0,8.0,0.0,2.0,39.17,431.19,41.0,18.42,4.4,-3.13,0.0
2372,2018/2019,24,28/01/2019,5282.0,3113.0,0.0,22.0,2.0,19.0,15.0,0.0,1.0,72.08,346.85,80.0,17.82,3.86,-2.47,0.0
2373,2018/2019,24,29/01/2019,4619.0,5676.0,125.0,18.0,2.0,49.0,34.0,18.0,10.0,51.51,529.35,724.0,30.33,4.49,-3.8,0.0
2374,2018/2019,24,29/01/2019,4836.0,4494.0,122.0,25.0,1.0,53.0,25.0,15.0,10.0,82.3,420.04,744.0,29.89,4.7,-3.4,0.0
2375,2018/2019,24,29/01/2019,4608.0,5882.0,274.0,25.0,0.0,51.0,37.0,28.0,10.0,88.32,543.84,966.0,29.85,4.51,-3.1,0.0
2376,2018/2019,24,29/01/2019,5168.0,5865.0,166.0,14.0,1.0,63.0,40.0,21.0,12.0,39.64,506.49,907.0,29.78,4.08,-3.83,0.0
2377,2018/2019,24,29/01/2019,4052.0,4193.0,125.0,22.0,1.0,49.0,20.0,15.0,7.0,78.53,390.5,627.0,28.43,4.95,-3.6,0.0
2378,2018/2019,24,29/01/2019,4691.0,3805.0,50.0,4.0,0.0,31.0,29.0,4.0,8.0,9.82,333.23,333.0,28.18,3.87,-3.61,0.0
2379,2018/2019,24,29/01/2019,4423.0,2347.0,3.0,9.0,0.0,9.0,6.0,0.0,0.0,26.27,240.04,22.0,28.01,3.49,-3.44,0.0
2380,2018/2019,24,29/01/2019,5473.0,5297.0,32.0,28.0,1.0,48.0,22.0,13.0,6.0,64.13,518.42,641.0,27.35,4.08,-3.5,0.0
2381,2018/2019,24,29/01/2019,5492.0,5357.0,173.0,17.0,1.0,75.0,35.0,27.0,17.0,52.45,514.18,1146.0,27.15,4.41,-3.39,0.0
2382,2018/2019,24,29/01/2019,5381.0,4288.0,33.0,18.0,1.0,50.0,32.0,3.0,8.0,43.99,472.35,301.0,27.01,4.04,-3.82,0.0
2383,2018/2019,24,29/01/2019,5458.0,5009.0,75.0,9.0,1.0,66.0,32.0,32.0,15.0,22.47,395.47,1062.0,26.92,4.39,-4.17,0.0
2384,2018/2019,24,29/01/2019,5179.0,6212.0,26.0,23.0,2.0,60.0,36.0,23.0,13.0,68.44,564.75,832.0,25.87,5.48,-3.75,0.0
2385,2018/2019,24,29/01/2019,5046.0,5370.0,10.0,16.0,0.0,66.0,29.0,24.0,10.0,66.66,518.95,989.0,25.77,4.33,-4.12,0.0
2386,2018/2019,24,29/01/2019,5386.0,5179.0,0.0,12.0,1.0,40.0,36.0,8.0,9.0,33.09,514.41,584.0,24.89,4.15,-3.82,0.0
2387,2018/2019,24,29/01/2019,4679.0,5303.0,0.0,20.0,3.0,58.0,34.0,4.0,22.0,47.39,545.24,774.0,23.21,3.41,-3.03,0.0
2388,2018/2019,24,29/01/2019,5376.0,5273.0,0.0,13.0,1.0,30.0,5.0,2.0,7.0,33.71,528.25,312.0,22.6,3.27,-2.52,0.0
2389,2018/2019,24,29/01/2019,5698.0,4564.0,0.0,53.0,8.0,20.0,14.0,0.0,6.0,188.32,490.21,94.0,21.5,3.99,-3.63,0.0
2390,2018/2019,24,29/01/2019,5375.0,3717.0,0.0,31.0,11.0,25.0,21.0,0.0,11.0,80.2,392.23,109.0,19.37,3.3,-3.01,0.0
2391,2018/2019,24,29/01/2019,5394.0,3254.0,0.0,38.0,5.0,26.0,18.0,0.0,12.0,125.11,402.94,117.0,19.0,3.41,-2.79,0.0
2392,2018/2019,24,29/01/2019,5600.0,3609.0,0.0,30.0,11.0,38.0,16.0,0.0,4.0,80.25,451.84,115.0,18.93,3.98,-3.74,0.0
2393,2018/2019,24,29/01/2019,5270.0,3752.0,0.0,40.0,2.0,23.0,13.0,0.0,3.0,137.92,389.6,79.0,16.84,3.31,-3.05,0.0
2394,2018/2019,24,29/01/2019,4546.0,2470.0,0.0,16.0,0.0,20.0,17.0,0.0,1.0,44.65,307.44,29.0,16.53,4.4,-3.46,0.0
2395,2018/2019,24,29/01/2019,5132.0,3519.0,0.0,18.0,15.0,16.0,10.0,0.0,2.0,39.92,361.21,36.0,16.42,2.75,-2.59,0.0
2396,2018/2019,24,30/01/2019,4351.0,3364.0,40.0,20.0,0.0,18.0,3.0,5.0,6.0,70.34,339.57,150.0,26.7,4.19,-3.88,0.0
2397,2018/2019,24,30/01/2019,4877.0,4030.0,9.0,25.0,0.0,18.0,4.0,5.0,5.0,80.27,396.87,186.0,26.11,3.19,-2.7,0.0
2398,2018/2019,24,30/01/2019,4474.0,3150.0,0.0,24.0,0.0,15.0,3.0,5.0,8.0,59.43,323.93,151.0,24.38,3.35,-3.67,0.0
2399,2018/2019,24,30/01/2019,4697.0,5128.0,0.0,27.0,0.0,17.0,1.0,4.0,4.0,61.53,495.88,160.0,22.99,2.95,-2.4,0.0
2400,2018/2019,24,30/01/2019,4714.0,2350.0,0.0,11.0,0.0,15.0,14.0,0.0,0.0,27.44,337.51,33.0,21.2,4.21,-3.98,0.0
2401,2018/2019,24,30/01/2019,4535.0,2298.0,0.0,2.0,0.0,18.0,9.0,0.0,0.0,4.8,315.09,53.0,20.15,3.59,-4.41,0.0
2402,2018/2019,24,31/01/2019,5498.0,5311.0,30.0,22.0,1.0,52.0,26.0,6.0,3.0,75.25,539.88,423.0,27.5,4.02,-4.11,0.0
2403,2018/2019,24,31/01/2019,4499.0,4707.0,15.0,34.0,3.0,36.0,21.0,8.0,2.0,118.65,452.53,333.0,26.49,3.28,-3.48,0.0
2404,2018/2019,24,31/01/2019,5348.0,4439.0,14.0,36.0,6.0,34.0,20.0,7.0,7.0,92.78,416.01,319.0,26.15,4.27,-2.98,0.0
2405,2018/2019,24,31/01/2019,4988.0,4713.0,8.0,35.0,1.0,38.0,12.0,7.0,2.0,114.63,460.52,392.0,25.91,3.77,-3.24,0.0
